Nom,Categorie,CID,Formule,Masse_molaire,LogP,HBD,HBA,TPSA,SMILES,Source_structure,Source_toxicologie,Plante,Partie_utilisee,Statut_donnees,RDKit_Masse_molaire,RDKit_LogP,RDKit_HBD,RDKit_HBA,RDKit_TPSA,Atomes_lourds,Anneaux,Liaisons_rotatables,LD50_mg_kg,LogLD50,Toxicite,Risque,RKdit_masse_molaire,PubChem_CID,Formule_PubChem,Masse_molaire_PubChem,LogP_PubChem,HBD_PubChem,HBA_PubChem,TPSA_PubChem,Atomes_lourds_PubChem,Anneaux_PubChem,Liaisons_rotatables_PubChem,SMILES_isomerique,IUPAC_Name,PubChem_Statut,RDKit_Atomes_lourds,RDKit_Anneaux,RDKit_Liaisons_rotatables,Nom_original,Nom_PubChem,IUPAC_Name_PubChem,SMILES_PubChem,InChI_PubChem,InChIKey_PubChem
7-hydroxy-2-methyl-3-phenyl-4H-chromen-4-one,Industrial,5380976,C16H12O3,252.26,3.1,1,3,46.5,CC1=C(C(=O)C2=C(O1)C=C(C=C2)O)C3=CC=CC=C3,PubChem,,,,Structure_PubChem,252.269,3.474,1,3,50.44,19,3,1,,,,,252.269,,C16H12O3,,,,,,,,,,,Trouvé,,,,CID_5380976,7-hydroxy-2-methyl-3-phenyl-4H-chromen-4-one,7-hydroxy-2-methyl-3-phenylchromen-4-one,CC1=C(C(=O)C2=C(O1)C=C(C=C2)O)C3=CC=CC=C3,"InChI=1S/C16H12O3/c1-10-15(11-5-3-2-4-6-11)16(18)13-8-7-12(17)9-14(13)19-10/h2-9,17H,1H3",BBCDTCKKROIGAB-UHFFFAOYSA-N
"7,3'-Dihydroxyflavone",Industrial,5391140,C15H10O4,254.24,3.3,2,4,66.8,C1=CC(=CC(=C1)O)C2=CC(=O)C3=C(O2)C=C(C=C3)O,PubChem,,,,Structure_PubChem,254.241,2.8712,2,4,70.67,19,3,1,,,,,254.241,,C15H10O4,,,,,,,,,,,Trouvé,,,,CID_5391140,"7,3'-Dihydroxyflavone",7-hydroxy-2-(3-hydroxyphenyl)chromen-4-one,C1=CC(=CC(=C1)O)C2=CC(=O)C3=C(O2)C=C(C=C3)O,"InChI=1S/C15H10O4/c16-10-3-1-2-9(6-10)14-8-13(18)12-5-4-11(17)7-15(12)19-14/h1-8,16-17H",DYARIVMCYYQNNQ-UHFFFAOYSA-N
"7,2'-Dihydroxyflavone",Industrial,5391149,C15H10O4,254.24,3.3,2,4,66.8,C1=CC=C(C(=C1)C2=CC(=O)C3=C(O2)C=C(C=C3)O)O,PubChem,,,,Structure_PubChem,254.241,2.8712,2,4,70.67,19,3,1,,,,,254.241,,C15H10O4,,,,,,,,,,,Trouvé,,,,CID_5391149,"7,2'-Dihydroxyflavone",7-hydroxy-2-(2-hydroxyphenyl)chromen-4-one,C1=CC=C(C(=C1)C2=CC(=O)C3=C(O2)C=C(C=C3)O)O,"InChI=1S/C15H10O4/c16-9-5-6-11-13(18)8-15(19-14(11)7-9)10-3-1-2-4-12(10)17/h1-8,16-17H",NUGPQONICGTVNA-UHFFFAOYSA-N
7-Hydroxy-3-methylflavone,Industrial,5391151,C16H12O3,252.26,3.6,1,3,46.5,CC1=C(OC2=C(C1=O)C=CC(=C2)O)C3=CC=CC=C3,PubChem,,,,Structure_PubChem,252.269,3.474,1,3,50.44,19,3,1,,,,,252.269,,C16H12O3,,,,,,,,,,,Trouvé,,,,CID_5391151,7-Hydroxy-3-methylflavone,7-hydroxy-3-methyl-2-phenylchromen-4-one,CC1=C(OC2=C(C1=O)C=CC(=C2)O)C3=CC=CC=C3,"InChI=1S/C16H12O3/c1-10-15(18)13-8-7-12(17)9-14(13)19-16(10)11-5-3-2-4-6-11/h2-9,17H,1H3",SUNCCQBNDWHMPR-UHFFFAOYSA-N
"3,5-Dihydroxyflavone",Industrial,5393151,C15H10O4,254.24,2.6,2,4,66.8,C1=CC=C(C=C1)C2=C(C(=O)C3=C(C=CC=C3O2)O)O,PubChem,,,,Structure_PubChem,254.241,2.8712,2,4,70.67,19,3,1,,,,,254.241,,C15H10O4,,,,,,,,,,,Trouvé,,,,CID_5393151,"3,5-Dihydroxyflavone","3,5-dihydroxy-2-phenylchromen-4-one",C1=CC=C(C=C1)C2=C(C(=O)C3=C(C=CC=C3O2)O)O,"InChI=1S/C15H10O4/c16-10-7-4-8-11-12(10)13(17)14(18)15(19-11)9-5-2-1-3-6-9/h1-8,16,18H",QHYWQIVTVQAKQF-UHFFFAOYSA-N
"3,7-Dihydroxyflavone",Industrial,5393152,C15H10O4,254.24,3.0,2,4,66.8,C1=CC=C(C=C1)C2=C(C(=O)C3=C(O2)C=C(C=C3)O)O,PubChem,,,,Structure_PubChem,254.241,2.8712,2,4,70.67,19,3,1,,,,,254.241,,C15H10O4,,,,,,,,,,,Trouvé,,,,CID_5393152,"3,7-Dihydroxyflavone","3,7-dihydroxy-2-phenylchromen-4-one",C1=CC=C(C=C1)C2=C(C(=O)C3=C(O2)C=C(C=C3)O)O,"InChI=1S/C15H10O4/c16-10-6-7-11-12(8-10)19-15(14(18)13(11)17)9-4-2-1-3-5-9/h1-8,16,18H",UWQJWDYDYIJWKY-UHFFFAOYSA-N
7-hydroxy-3-phenyl-2H-chromen-2-one,Industrial,5393176,C15H10O3,238.24,3.2,1,3,46.5,C1=CC=C(C=C1)C2=CC3=C(C=C(C=C3)O)OC2=O,PubChem,,,,Structure_PubChem,238.242,3.1656,1,3,50.44,18,3,1,,,,,238.242,5393176.0,C15H10O3,238.24,3.2,1.0,3.0,46.5,18.0,,1.0,C1=CC=C(C=C1)C2=CC3=C(C=C(C=C3)O)OC2=O,7-hydroxy-3-phenylchromen-2-one,Trouvé,18.0,3.0,1.0,CID_5393176,7-hydroxy-3-phenyl-2H-chromen-2-one,7-hydroxy-3-phenylchromen-2-one,C1=CC=C(C=C1)C2=CC3=C(C=C(C=C3)O)OC2=O,"InChI=1S/C15H10O3/c16-12-7-6-11-8-13(10-4-2-1-3-5-10)15(17)18-14(11)9-12/h1-9,16H",RIPZCQZTVDNJHQ-UHFFFAOYSA-N
8-Acetyl-7-hydroxycoumarin,Industrial,5411574,C11H8O4,204.18,1.8,1,4,63.6,CC(=O)C1=C(C=CC2=C1OC(=O)C=C2)O,PubChem,,,,Structure_PubChem,204.181,1.7012,1,4,67.51,15,2,1,,,,,204.181,,C11H8O4,,,,,,,,,,,Trouvé,,,,CID_5411574,8-Acetyl-7-hydroxycoumarin,8-acetyl-7-hydroxychromen-2-one,CC(=O)C1=C(C=CC2=C1OC(=O)C=C2)O,"InChI=1S/C11H8O4/c1-6(12)10-8(13)4-2-7-3-5-9(14)15-11(7)10/h2-5,13H,1H3",XWYMACPLPPQCHC-UHFFFAOYSA-N
"7-hydroxy-3,4-dimethyl-2H-chromen-2-one",Industrial,5412990,C11H10O3,190.19,2.3,1,3,46.5,CC1=C(C(=O)OC2=C1C=CC(=C2)O)C,PubChem,,,,Structure_PubChem,190.198,2.1154,1,3,50.44,14,2,0,,,,,190.198,,C11H10O3,,,,,,,,,,,Trouvé,,,,CID_5412990,"7-hydroxy-3,4-dimethyl-2H-chromen-2-one","7-hydroxy-3,4-dimethylchromen-2-one",CC1=C(C(=O)OC2=C1C=CC(=C2)O)C,"InChI=1S/C11H10O3/c1-6-7(2)11(13)14-10-5-8(12)3-4-9(6)10/h3-5,12H,1-2H3",QEEXKPYVMOIPKR-UHFFFAOYSA-N
(Z)-1-Phenyl-1-butene,Industrial,5462907,C10H12,132.2,3.6,0,0,0.0,CC/C=C\C1=CC=CC=C1,PubChem,,,,Structure_PubChem,132.206,3.1098,0,0,0.0,10,1,2,,,,,132.206,,C10H12,,,,,,,,,,,Trouvé,,,,CID_5462907,(Z)-1-Phenyl-1-butene,[(Z)-but-1-enyl]benzene,CC/C=C\C1=CC=CC=C1,"InChI=1S/C10H12/c1-2-3-7-10-8-5-4-6-9-10/h3-9H,2H2,1H3/b7-3-",MPMBRWOOISTHJV-CLTKARDFSA-N
"2-(1-Propenyl)phenol, (E)-",Industrial,5463403,C9H10O,134.17,2.6,1,1,20.2,C/C=C/C1=CC=CC=C1O,PubChem,,,,Structure_PubChem,134.178,2.4253,1,1,20.23,10,1,1,,,,,134.178,,C9H10O,,,,,,,,,,,Trouvé,,,,CID_5463403,"2-(1-Propenyl)phenol, (E)-",2-[(E)-prop-1-enyl]phenol,C/C=C/C1=CC=CC=C1O,"InChI=1S/C9H10O/c1-2-5-8-6-3-4-7-9(8)10/h2-7,10H,1H3/b5-2+",WHGXZPQWZJUGEP-GORDUTHDSA-N
2-Phenyl-hex-2-enenitrile,Industrial,5463415,C12H13N,171.24,3.4,0,1,23.8,CCC/C=C(\C#N)/C1=CC=CC=C1,PubChem,,,,Structure_PubChem,171.243,3.3937,0,1,23.79,13,1,3,,,,,171.243,,C12H13N,,,,,,,,,,,Trouvé,,,,CID_5463415,2-Phenyl-hex-2-enenitrile,(Z)-2-phenylhex-2-enenitrile,CCC/C=C(\C#N)/C1=CC=CC=C1,"InChI=1S/C12H13N/c1-2-3-7-12(10-13)11-8-5-4-6-9-11/h4-9H,2-3H2,1H3/b12-7+",UYBGOPSMJQAVEH-KPKJPENVSA-N
2-Benzyl-2-methyl-3-butenitrile,Industrial,5463804,C12H13N,171.24,3.1,0,1,23.8,CC(CC1=CC=CC=C1)(C=C)C#N,PubChem,,,,Structure_PubChem,171.243,2.945,0,1,23.79,13,1,3,,,,,171.243,,C12H13N,,,,,,,,,,,Trouvé,,,,CID_5463804,2-Benzyl-2-methyl-3-butenitrile,2-benzyl-2-methylbut-3-enenitrile,CC(CC1=CC=CC=C1)(C=C)C#N,"InChI=1S/C12H13N/c1-3-12(2,10-13)9-11-7-5-4-6-8-11/h3-8H,1,9H2,2H3",UKLOORXNVRHFRM-UHFFFAOYSA-N
(+)-Bakuchiol,Industrial,5468522,C18H24O,256.4,6.1,1,1,20.2,CC(=CCC[C@@](C)(C=C)/C=C/C1=CC=C(C=C1)O)C,PubChem,,,,Structure_PubChem,256.389,5.3441,1,1,20.23,19,1,6,,,,,256.389,,C18H24O,,,,,,,,,,,Trouvé,,,,CID_5468522,(+)-Bakuchiol,"4-[(1E,3S)-3-ethenyl-3,7-dimethylocta-1,6-dienyl]phenol",CC(=CCC[C@@](C)(C=C)/C=C/C1=CC=C(C=C1)O)C,"InChI=1S/C18H24O/c1-5-18(4,13-6-7-15(2)3)14-12-16-8-10-17(19)11-9-16/h5,7-12,14,19H,1,6,13H2,2-4H3/b14-12+/t18-/m1/s1",LFYJSSARVMHQJB-QIXNEVBVSA-N
"4-[(1E)-3,3-dimethylpenta-1,4-dienyl]phenol",Industrial,5470819,C13H16O,188.26,4.2,1,1,20.2,CC(C)(C=C)/C=C/C1=CC=C(C=C1)O,PubChem,,,,Structure_PubChem,188.27,3.6176,1,1,20.23,14,1,3,,,,,188.27,,C13H16O,,,,,,,,,,,Trouvé,,,,CID_5470819,"4-[(1E)-3,3-dimethylpenta-1,4-dienyl]phenol","4-[(1E)-3,3-dimethylpenta-1,4-dienyl]phenol",CC(C)(C=C)/C=C/C1=CC=C(C=C1)O,"InChI=1S/C13H16O/c1-4-13(2,3)10-9-11-5-7-12(14)8-6-11/h4-10,14H,1H2,2-3H3/b10-9+",DKVQOAMBVKKPAM-MDZDMXLPSA-N
"4-Propenylphenol, (E)-",Industrial,5474441,C9H10O,134.17,2.6,1,1,20.2,C/C=C/C1=CC=C(C=C1)O,PubChem,,,,Structure_PubChem,134.178,2.4253,1,1,20.23,10,1,1,,,,,134.178,,C9H10O,,,,,,,,,,,Trouvé,,,,CID_5474441,"4-Propenylphenol, (E)-",4-[(E)-prop-1-enyl]phenol,C/C=C/C1=CC=C(C=C1)O,"InChI=1S/C9H10O/c1-2-3-8-4-6-9(10)7-5-8/h2-7,10H,1H3/b3-2+",UMFCIIBZHQXRCJ-NSCUHMNNSA-N
Albanin A,Industrial,5481961,C20H18O6,354.4,3.6,4,6,107.0,CC(=CCC1=C(OC2=CC(=CC(=C2C1=O)O)O)C3=C(C=C(C=C3)O)O)C,PubChem,,,,Structure_PubChem,354.358,3.7911,4,6,111.13,26,3,3,,,,,354.358,,C20H18O6,,,,,,,,,,,Trouvé,,,,CID_5481961,Albanin A,"2-(2,4-dihydroxyphenyl)-5,7-dihydroxy-3-(3-methylbut-2-enyl)chromen-4-one",CC(=CCC1=C(OC2=CC(=CC(=C2C1=O)O)O)C3=C(C=C(C=C3)O)O)C,"InChI=1S/C20H18O6/c1-10(2)3-5-14-19(25)18-16(24)8-12(22)9-17(18)26-20(14)13-6-4-11(21)7-15(13)23/h3-4,6-9,21-24H,5H2,1-2H3",KEIIIPKLVSSAEI-UHFFFAOYSA-N
Norartocarpetin,Industrial,5481970,C15H10O6,286.24,1.4,4,6,107.0,C1=CC(=C(C=C1O)O)C2=CC(=O)C3=C(C=C(C=C3O2)O)O,PubChem,,,,Structure_PubChem,286.239,2.2824,4,6,111.13,21,3,1,,,,,286.239,,C15H10O6,,,,,,,,,,,Trouvé,,,,CID_5481970,Norartocarpetin,"2-(2,4-dihydroxyphenyl)-5,7-dihydroxychromen-4-one",C1=CC(=C(C=C1O)O)C2=CC(=O)C3=C(C=C(C=C3O2)O)O,"InChI=1S/C15H10O6/c16-7-1-2-9(10(18)3-7)13-6-12(20)15-11(19)4-8(17)5-14(15)21-13/h1-6,16-19H",ZSYPIPFQOQGYHH-UHFFFAOYSA-N
Mammea B/BA,Industrial,5489487,C22H28O5,372.5,5.5,2,5,83.8,CCCC1=CC(=O)OC2=C1C(=C(C(=C2C(=O)CC(C)C)O)CC=C(C)C)O,PubChem,,,,Structure_PubChem,372.461,4.8942,2,5,87.74,27,2,7,,,,,372.461,,C22H28O5,,,,,,,,,,,Trouvé,,,,CID_5489487,Mammea B/BA,"5,7-dihydroxy-8-(3-methylbutanoyl)-6-(3-methylbut-2-enyl)-4-propylchromen-2-one",CCCC1=CC(=O)OC2=C1C(=C(C(=C2C(=O)CC(C)C)O)CC=C(C)C)O,"InChI=1S/C22H28O5/c1-6-7-14-11-17(24)27-22-18(14)20(25)15(9-8-12(2)3)21(26)19(22)16(23)10-13(4)5/h8,11,13,25-26H,6-7,9-10H2,1-5H3",LYJWLIYDNZREPC-UHFFFAOYSA-N
2-[(E)-2-phenylethenyl]phenol,Industrial,5704879,C14H12O,196.24,3.8,1,1,20.2,C1=CC=C(C=C1)/C=C/C2=CC=CC=C2O,PubChem,,,,Structure_PubChem,196.249,3.5626,1,1,20.23,15,2,2,,,,,196.249,,C14H12O,,,,,,,,,,,Trouvé,,,,CID_5704879,2-[(E)-2-phenylethenyl]phenol,2-[(E)-2-phenylethenyl]phenol,C1=CC=C(C=C1)/C=C/C2=CC=CC=C2O,"InChI=1S/C14H12O/c15-14-9-5-4-8-13(14)11-10-12-6-2-1-3-7-12/h1-11,15H/b11-10+",AYPZAZPOYROADP-ZHACJKMWSA-N
"(3E,5E)-6-phenylhexa-3,5-dien-2-one",Industrial,5708783,C12H12O,172.22,2.7,0,1,17.1,CC(=O)/C=C/C=C/C1=CC=CC=C1,PubChem,,,,Structure_PubChem,172.227,2.845,0,1,17.07,13,1,3,,,,,172.227,,C12H12O,,,,,,,,,,,Trouvé,,,,CID_5708783,"(3E,5E)-6-phenylhexa-3,5-dien-2-one","(3E,5E)-6-phenylhexa-3,5-dien-2-one",CC(=O)/C=C/C=C/C1=CC=CC=C1,"InChI=1S/C12H12O/c1-11(13)7-5-6-10-12-8-3-2-4-9-12/h2-10H,1H3/b7-5+,10-6+",PRNUCJKOERXADE-YLNKAEQOSA-N
"2',4'-Dihydroxy-4-methoxychalcone",Industrial,5711223,C16H14O4,270.28,3.7,2,4,66.8,COC1=CC=C(C=C1)/C=C/C(=O)C2=C(C=C(C=C2)O)O,PubChem,,,,Structure_PubChem,270.284,3.0025,2,4,66.76,20,2,4,,,,,270.284,,C16H14O4,,,,,,,,,,,Trouvé,,,,CID_5711223,"2',4'-Dihydroxy-4-methoxychalcone","(E)-1-(2,4-dihydroxyphenyl)-3-(4-methoxyphenyl)prop-2-en-1-one",COC1=CC=C(C=C1)/C=C/C(=O)C2=C(C=C(C=C2)O)O,"InChI=1S/C16H14O4/c1-20-13-6-2-11(3-7-13)4-9-15(18)14-8-5-12(17)10-16(14)19/h2-10,17,19H,1H3/b9-4+",ADRQFDIWPRFKSP-RUDMXATFSA-N
Mammea A/BA,Industrial,5748555,C25H26O5,406.5,5.8,2,5,83.8,CC(C)CC(=O)C1=C(C(=C(C2=C1OC(=O)C=C2C3=CC=CC=C3)O)CC=C(C)C)O,PubChem,,,,Structure_PubChem,406.478,5.6087,2,5,87.74,30,3,6,,,,,406.478,,C25H26O5,,,,,,,,,,,Trouvé,,,,CID_5748555,Mammea A/BA,"5,7-dihydroxy-8-(3-methylbutanoyl)-6-(3-methylbut-2-enyl)-4-phenylchromen-2-one",CC(C)CC(=O)C1=C(C(=C(C2=C1OC(=O)C=C2C3=CC=CC=C3)O)CC=C(C)C)O,"InChI=1S/C25H26O5/c1-14(2)10-11-17-23(28)21-18(16-8-6-5-7-9-16)13-20(27)30-25(21)22(24(17)29)19(26)12-15(3)4/h5-10,13,15,28-29H,11-12H2,1-4H3",SBHOAZQBEGVQLJ-UHFFFAOYSA-N
4-(1Z)-1-Propen-1-ylphenol,Industrial,5791138,C9H10O,134.17,2.6,1,1,20.2,C/C=C\C1=CC=C(C=C1)O,PubChem,,,,Structure_PubChem,134.178,2.4253,1,1,20.23,10,1,1,,,,,134.178,,C9H10O,,,,,,,,,,,Trouvé,,,,CID_5791138,4-(1Z)-1-Propen-1-ylphenol,4-[(Z)-prop-1-enyl]phenol,C/C=C\C1=CC=C(C=C1)O,"InChI=1S/C9H10O/c1-2-3-8-4-6-9(10)7-5-8/h2-7,10H,1H3/b3-2-",UMFCIIBZHQXRCJ-IHWYPQMZSA-N
Obtusastyrene,Industrial,5793914,C15H14O,210.27,4.1,1,1,20.2,C1=CC=C(C=C1)/C=C/CC2=CC=C(C=C2)O,PubChem,,,,Structure_PubChem,210.276,3.6481,1,1,20.23,16,2,3,,,,,210.276,,C15H14O,,,,,,,,,,,Trouvé,,,,CID_5793914,Obtusastyrene,4-[(E)-3-phenylprop-2-enyl]phenol,C1=CC=C(C=C1)/C=C/CC2=CC=C(C=C2)O,"InChI=1S/C15H14O/c16-15-11-9-14(10-12-15)8-4-7-13-5-2-1-3-6-13/h1-7,9-12,16H,8H2/b7-4+",YNPGXIGIEYOFEX-QPJJXVBHSA-N
Derricidin,Industrial,5961410,C20H20O3,308.4,5.4,1,3,46.5,CC(=CCOC1=CC(=C(C=C1)C(=O)/C=C/C2=CC=CC=C2)O)C,PubChem,,,,Structure_PubChem,308.377,4.6333,1,3,46.53,23,2,6,,,,,308.377,,C20H20O3,,,,,,,,,,,Trouvé,,,,CID_5961410,Derricidin,(E)-1-[2-hydroxy-4-(3-methylbut-2-enoxy)phenyl]-3-phenylprop-2-en-1-one,CC(=CCOC1=CC(=C(C=C1)C(=O)/C=C/C2=CC=CC=C2)O)C,"InChI=1S/C20H20O3/c1-15(2)12-13-23-17-9-10-18(20(22)14-17)19(21)11-8-16-6-4-3-5-7-16/h3-12,14,22H,13H2,1-2H3/b11-8+",DGUGLZYULGVSIZ-DHZHZOJOSA-N
cis-3-Hexenyl salicylate,Industrial,6021887,C13H16O3,220.26,4.4,1,3,46.5,CC/C=C/CCOC(=O)C1=CC=CC=C1O,PubChem,,,,Structure_PubChem,220.268,2.9053,1,3,46.53,16,1,5,,,,,220.268,,C13H16O3,,,,,,,,,,,Trouvé,,,,CID_6021887,cis-3-Hexenyl salicylate,[(E)-hex-3-enyl] 2-hydroxybenzoate,CC/C=C/CCOC(=O)C1=CC=CC=C1O,"InChI=1S/C13H16O3/c1-2-3-4-7-10-16-13(15)11-8-5-6-9-12(11)14/h3-6,8-9,14H,2,7,10H2,1H3/b4-3+",IEPWIPZLLIOZLU-ONEGZZNKSA-N
"(E)-1-(2,4-dihydroxyphenyl)-3-(2-methoxyphenyl)-2-propen-1-one (4)",Industrial,6161915,C16H14O4,270.28,3.5,2,4,66.8,COC1=CC=CC=C1/C=C/C(=O)C2=C(C=C(C=C2)O)O,PubChem,,,,Structure_PubChem,270.284,3.0025,2,4,66.76,20,2,4,,,,,270.284,,C16H14O4,,,,,,,,,,,Trouvé,,,,CID_6161915,"(E)-1-(2,4-dihydroxyphenyl)-3-(2-methoxyphenyl)-2-propen-1-one (4)","(E)-1-(2,4-dihydroxyphenyl)-3-(2-methoxyphenyl)prop-2-en-1-one",COC1=CC=CC=C1/C=C/C(=O)C2=C(C=C(C=C2)O)O,"InChI=1S/C16H14O4/c1-20-16-5-3-2-4-11(16)6-9-14(18)13-8-7-12(17)10-15(13)19/h2-10,17,19H,1H3/b9-6+",ODLVGCCGMXGMGZ-RMKNXTFCSA-N
Flavokawain C,Industrial,6293081,C17H16O5,300.3,3.5,2,5,76.0,COC1=CC(=C(C(=C1)OC)C(=O)/C=C/C2=CC=C(C=C2)O)O,PubChem,,,,Structure_PubChem,300.31,3.0111,2,5,75.99,22,2,5,,,,,300.31,,C17H16O5,,,,,,,,,,,Trouvé,,,,CID_6293081,Flavokawain C,"(E)-1-(2-hydroxy-4,6-dimethoxyphenyl)-3-(4-hydroxyphenyl)prop-2-en-1-one",COC1=CC(=C(C(=C1)OC)C(=O)/C=C/C2=CC=C(C=C2)O)O,"InChI=1S/C17H16O5/c1-21-13-9-15(20)17(16(10-13)22-2)14(19)8-5-11-3-6-12(18)7-4-11/h3-10,18,20H,1-2H3/b8-5+",UXUFMIJZNYXWDX-VMPITWQZSA-N
(Oxo(phenyl)-lambda~5~-phosphanylidene)oxidanium,Industrial,6327116,C6H6O2P+,141.08,0.9,1,2,37.3,C1=CC=C(C=C1)[P+](=O)O,PubChem,,,,Structure_PubChem,141.086,1.0466,1,1,37.3,9,1,1,,,,,141.086,,C6H6O2P+,,,,,,,,,,,Trouvé,,,,CID_6327116,(Oxo(phenyl)-lambda~5~-phosphanylidene)oxidanium,hydroxy-oxo-phenylphosphanium,C1=CC=C(C=C1)[P+](=O)O,InChI=1S/C6H5O2P/c7-9(8)6-4-2-1-3-5-6/h1-5H/p+1,KNQVWTDLQQGKSV-UHFFFAOYSA-O
Chloromethylphenylsilane,Industrial,6327322,C7H8ClSi,155.67,,0,0,0.0,C[Si](C1=CC=CC=C1)Cl,PubChem,,,,Structure_PubChem,155.68,1.7537,0,0,0.0,9,1,1,,,,,155.68,,C7H8ClSi,,,,,,,,,,,Trouvé,,,,CID_6327322,Chloromethylphenylsilane,,C[Si](C1=CC=CC=C1)Cl,"InChI=1S/C7H8ClSi/c1-9(8)7-5-3-2-4-6-7/h2-6H,1H3",IPAIXTZQWAGRPZ-UHFFFAOYSA-N
Dichlorophenylsilane,Industrial,6327324,C6H5Cl2Si,176.09,,0,0,0.0,C1=CC=C(C=C1)[Si](Cl)Cl,PubChem,,,,Structure_PubChem,176.098,1.8594,0,0,0.0,9,1,1,,,,,176.098,,C6H5Cl2Si,,,,,,,,,,,Trouvé,,,,CID_6327324,Dichlorophenylsilane,,C1=CC=C(C=C1)[Si](Cl)Cl,InChI=1S/C6H5Cl2Si/c7-9(8)6-4-2-1-3-5-6/h1-5H,XNAFLNBULDHNJS-UHFFFAOYSA-N
2-Methylseleno benzene,Industrial,6327527,C7H7Se,170.1,,0,0,0.0,CC1=CC=CC=C1[Se],PubChem,,,,Structure_PubChem,170.093,0.7888,0,0,0.0,8,1,0,,,,,170.093,,C7H7Se,,,,,,,,,,,Trouvé,,,,CID_6327527,2-Methylseleno benzene,,CC1=CC=CC=C1[Se],"InChI=1S/C7H7Se/c1-6-4-2-3-5-7(6)8/h2-5H,1H3",KEJCHYPUJQVSCJ-UHFFFAOYSA-N
"Benzene, (chlorosilyl)-",Industrial,6327539,C6H5ClSi,140.64,,0,0,0.0,C1=CC=C(C=C1)[Si]Cl,PubChem,,,,Structure_PubChem,140.645,1.1699,0,0,0.0,8,1,1,,,,,140.645,,C6H5ClSi,,,,,,,,,,,Trouvé,,,,CID_6327539,"Benzene, (chlorosilyl)-",,C1=CC=C(C=C1)[Si]Cl,InChI=1S/C6H5ClSi/c7-8-6-4-2-1-3-5-6/h1-5H,GTPDFCLBTFKHNH-UHFFFAOYSA-N
Phenylselenol,Industrial,6327608,C6H5Se,156.07,,0,0,0.0,C1=CC=C(C=C1)[Se],PubChem,,,,Structure_PubChem,156.066,0.4804,0,0,0.0,7,1,0,,,,,156.066,,C6H5Se,,,,,,,,,,,Trouvé,,,,CID_6327608,Phenylselenol,,C1=CC=C(C=C1)[Se],InChI=1S/C6H5Se/c7-6-4-2-1-3-5-6/h1-5H,YWBHROUQJYHSOR-UHFFFAOYSA-N
Fenylsilan,Industrial,6327628,C6H5Si,105.19,,0,0,0.0,C1=CC=C(C=C1)[Si],PubChem,,,,Structure_PubChem,105.192,0.4804,0,0,0.0,7,1,0,,,,,105.192,,C6H5Si,,,,,,,,,,,Trouvé,,,,CID_6327628,Fenylsilan,,C1=CC=C(C=C1)[Si],InChI=1S/C6H5Si/c7-6-4-2-1-3-5-6/h1-5H,XJWOWXZSFTXJEX-UHFFFAOYSA-N
(Methylsilyl)benzene,Industrial,6327655,C7H8Si,120.22,,0,0,0.0,C[Si]C1=CC=CC=C1,PubChem,,,,Structure_PubChem,120.227,1.0642,0,0,0.0,8,1,1,,,,,120.227,,C7H8Si,,,,,,,,,,,Trouvé,,,,CID_6327655,(Methylsilyl)benzene,,C[Si]C1=CC=CC=C1,"InChI=1S/C7H8Si/c1-8-7-5-3-2-4-6-7/h2-6H,1H3",LAQFLZHBVPULPL-UHFFFAOYSA-N
Phenyldimethylsilane,Industrial,6327656,C8H11Si,135.26,,0,0,0.0,C[Si](C)C1=CC=CC=C1,PubChem,,,,Structure_PubChem,135.262,1.648,0,0,0.0,9,1,1,,,,,135.262,,C8H11Si,,,,,,,,,,,Trouvé,,,,CID_6327656,Phenyldimethylsilane,,C[Si](C)C1=CC=CC=C1,"InChI=1S/C8H11Si/c1-9(2)8-6-4-3-5-7-8/h3-7H,1-2H3",OIKHZBFJHONJJB-UHFFFAOYSA-N
"1,1'-Silylenebis[benzene]",Industrial,6327659,C12H10Si,182.29,,0,0,0.0,C1=CC=C(C=C1)[Si]C2=CC=CC=C2,PubChem,,,,Structure_PubChem,182.298,1.3416,0,0,0.0,13,2,2,,,,,182.298,,C12H10Si,,,,,,,,,,,Trouvé,,,,CID_6327659,"1,1'-Silylenebis[benzene]",,C1=CC=C(C=C1)[Si]C2=CC=CC=C2,InChI=1S/C12H10Si/c1-3-7-11(8-4-1)13-12-9-5-2-6-10-12/h1-10H,BPYFPNZHLXDIGA-UHFFFAOYSA-N
Diphenylarsine,Industrial,6327689,C12H10As,229.13,,0,0,0.0,C1=CC=C(C=C1)[As]C2=CC=CC=C2,PubChem,,,,Structure_PubChem,229.134,1.3416,0,0,0.0,13,2,2,,,,,229.134,,C12H10As,,,,,,,,,,,Trouvé,,,,CID_6327689,Diphenylarsine,,C1=CC=C(C=C1)[As]C2=CC=CC=C2,InChI=1S/C12H10As/c1-3-7-11(8-4-1)13-12-9-5-2-6-10-12/h1-10H,SEBDYZTUVULEBJ-UHFFFAOYSA-N
