Nom,Categorie,CID,Formule,Masse_molaire,LogP,HBD,HBA,TPSA,SMILES,Source_structure,Source_toxicologie,Plante,Partie_utilisee,Statut_donnees,RDKit_Masse_molaire,RDKit_LogP,RDKit_HBD,RDKit_HBA,RDKit_TPSA,Atomes_lourds,Anneaux,Liaisons_rotatables,LD50_mg_kg,LogLD50,Toxicite,Risque,RKdit_masse_molaire,PubChem_CID,Formule_PubChem,Masse_molaire_PubChem,LogP_PubChem,HBD_PubChem,HBA_PubChem,TPSA_PubChem,Atomes_lourds_PubChem,Anneaux_PubChem,Liaisons_rotatables_PubChem,SMILES_isomerique,IUPAC_Name,PubChem_Statut,RDKit_Atomes_lourds,RDKit_Anneaux,RDKit_Liaisons_rotatables,Nom_original,Nom_PubChem,IUPAC_Name_PubChem,SMILES_PubChem,InChI_PubChem,InChIKey_PubChem
Chlorozinc(1+);propan-2-one,Industrial,57685281,C3H5ClOZn,157.9,,0,2,17.1,CC(=O)[CH2-].Cl[Zn+],PubChem,,,,Structure_PubChem,157.915,1.0965,0,1,17.07,6,0,0,,,,,157.915,,C3H5ClOZn,,,,,,,,,,,Trouvé,,,,CID_57685281,Chlorozinc(1+);propan-2-one,chlorozinc(1+);propan-2-one,CC(=O)[CH2-].Cl[Zn+],"InChI=1S/C3H5O.ClH.Zn/c1-3(2)4;;/h1H2,2H3;1H;/q-1;;+2/p-1",WOGVVCCUEDJYCN-UHFFFAOYSA-M
Ethanol;yttrium;hydrate,Industrial,57712487,C2H8O2Y,152.99,,2,2,21.2,CCO.O.[Y],PubChem,,,,Structure_PubChem,152.99,-0.8286,1,1,51.73,5,0,0,,,,,152.99,,C2H8O2Y,,,,,,,,,,,Trouvé,,,,CID_57712487,Ethanol;yttrium;hydrate,ethanol;yttrium;hydrate,CCO.O.[Y],"InChI=1S/C2H6O.H2O.Y/c1-2-3;;/h3H,2H2,1H3;1H2;",JKSZFDZTCDHZJK-UHFFFAOYSA-N
CID 57777127,Industrial,57777127,C2H6BOY,145.79,,1,1,20.2,[B].CCO.[Y],PubChem,,,,Structure_PubChem,145.787,-0.3847,1,1,20.23,5,0,0,,,,,145.787,,C2H6BOY,,,,,,,,,,,Trouvé,,,,CID_57777127,CID 57777127,,[B].CCO.[Y],"InChI=1S/C2H6O.B.Y/c1-2-3;;/h3H,2H2,1H3;;",IFQCPJQUEXJXFE-UHFFFAOYSA-N
Butan-2-one;bis(vanadium),Industrial,57789495,C4H7OV2-,172.98,,0,2,17.1,CCC(=O)[CH2-].[V].[V],PubChem,,,,Structure_PubChem,172.987,0.7946,0,1,17.07,7,0,1,,,,,172.987,,C4H7OV2-,,,,,,,,,,,Trouvé,,,,CID_57789495,Butan-2-one;bis(vanadium),butan-2-one;bis(vanadium),CCC(=O)[CH2-].[V].[V],"InChI=1S/C4H7O.2V/c1-3-4(2)5;;/h2-3H2,1H3;;/q-1;;",RIWDWBJIWHCZMY-UHFFFAOYSA-N
Methanol;rhodium,Industrial,57792114,CH4ORh,134.947,,1,1,20.2,CO.[Rh],PubChem,,,,Structure_PubChem,134.948,-0.394,1,1,20.23,3,0,0,,,,,134.948,,CH4ORh,,,,,,,,,,,Trouvé,,,,CID_57792114,Methanol;rhodium,methanol;rhodium,CO.[Rh],"InChI=1S/CH4O.Rh/c1-2;/h2H,1H3;",AOCVBZSKGICTKL-UHFFFAOYSA-N
Propan-2-one;rhenium,Industrial,57840034,C3H5ORe-,243.28,,0,2,17.1,CC(=O)[CH2-].[Re],PubChem,,,,Structure_PubChem,243.279,0.407,0,1,17.07,5,0,0,,,,,243.279,,C3H5ORe-,,,,,,,,,,,Trouvé,,,,CID_57840034,Propan-2-one;rhenium,propan-2-one;rhenium,CC(=O)[CH2-].[Re],"InChI=1S/C3H5O.Re/c1-3(2)4;/h1H2,2H3;/q-1;",IEDFWEMJUOWMHW-UHFFFAOYSA-N
Propan-1-ol;rutherfordium,Industrial,57920847,C3H7ORf-,326.21,,1,2,20.2,[CH2-]CCO.[Rf],PubChem,,,,Structure_PubChem,326.088,0.2029,1,1,20.23,5,0,1,,,,,326.088,,C3H7ORf-,,,,,,,,,,,Trouvé,,,,CID_57920847,Propan-1-ol;rutherfordium,propan-1-ol;rutherfordium,[CH2-]CCO.[Rf],"InChI=1S/C3H7O.Rf/c1-2-3-4;/h4H,1-3H2;/q-1;",PKWYRFYBCPMLKV-UHFFFAOYSA-N
Propan-2-one;yttrium,Industrial,57925423,C3H5OY-,145.98,,0,2,17.1,CC(=O)[CH2-].[Y],PubChem,,,,Structure_PubChem,145.978,0.407,0,1,17.07,5,0,0,,,,,145.978,,C3H5OY-,,,,,,,,,,,Trouvé,,,,CID_57925423,Propan-2-one;yttrium,propan-2-one;yttrium,CC(=O)[CH2-].[Y],"InChI=1S/C3H5O.Y/c1-3(2)4;/h1H2,2H3;/q-1;",OYWNWPRPMAYXDP-UHFFFAOYSA-N
Methanol;sulfanide;ZINC,Industrial,57952979,CH5OSZn-,130.5,,2,2,21.2,CO.[SH-].[Zn],PubChem,,,,Structure_PubChem,130.507,-0.6641,1,2,20.23,4,0,0,,,,,130.507,,CH5OSZn-,,,,,,,,,,,Trouvé,,,,CID_57952979,Methanol;sulfanide;ZINC,methanol;sulfanide;zinc,CO.[SH-].[Zn],"InChI=1S/CH4O.H2S.Zn/c1-2;;/h2H,1H3;1H2;/p-1",ZYBKLWRROOSDDX-UHFFFAOYSA-M
Butan-2-one;iridium,Industrial,57967987,C4H7IrO-,263.31,,0,2,17.1,CCC(=O)[CH2-].[Ir],PubChem,,,,Structure_PubChem,263.316,0.7971,0,1,17.07,6,0,1,,,,,263.316,,C4H7IrO-,,,,,,,,,,,Trouvé,,,,CID_57967987,Butan-2-one;iridium,butan-2-one;iridium,CCC(=O)[CH2-].[Ir],"InChI=1S/C4H7O.Ir/c1-3-4(2)5;/h2-3H2,1H3;/q-1;",HPYGCQVKVHWEMH-UHFFFAOYSA-N
Ethanol;tungsten,Industrial,57993879,C2H5OW-,228.9,,1,2,20.2,[CH2-]CO.[W],PubChem,,,,Structure_PubChem,228.901,-0.1897,1,1,20.23,4,0,0,,,,,228.901,,C2H5OW-,,,,,,,,,,,Trouvé,,,,CID_57993879,Ethanol;tungsten,ethanol;tungsten,[CH2-]CO.[W],"InChI=1S/C2H5O.W/c1-2-3;/h3H,1-2H2;/q-1;",SIAOTNFKGONXET-UHFFFAOYSA-N
"Propane-1,2-dione;rutherfordium",Industrial,58012840,C3H3O2Rf-,338.18,,0,3,34.1,CC(=O)[C-]=O.[Rf],PubChem,,,,Structure_PubChem,338.055,-0.3149,0,2,34.14,6,0,1,,,,,338.055,,C3H3O2Rf-,,,,,,,,,,,Trouvé,,,,CID_58012840,"Propane-1,2-dione;rutherfordium","propane-1,2-dione;rutherfordium",CC(=O)[C-]=O.[Rf],InChI=1S/C3H3O2.Rf/c1-3(5)2-4;/h1H3;/q-1;,YSAIGRJCYZUOHB-UHFFFAOYSA-N
Carbanide;lanthanum;methanol,Industrial,58065568,C2H7LaO-,185.98,,1,2,20.2,[CH3-].CO.[La],PubChem,,,,Structure_PubChem,185.983,0.0588,1,1,20.23,4,0,0,,,,,185.983,,C2H7LaO-,,,,,,,,,,,Trouvé,,,,CID_58065568,Carbanide;lanthanum;methanol,carbanide;lanthanum;methanol,[CH3-].CO.[La],"InChI=1S/CH4O.CH3.La/c1-2;;/h2H,1H3;1H3;/q;-1;",DIMRGRZXDGSMEE-UHFFFAOYSA-N
"(1,2-13C2)propan-2-one",Industrial,58066890,C3H6O,60.065,-0.1,0,1,17.1,C[13C](=O)[13CH3],PubChem,,,,Structure_PubChem,60.0647,0.5953,0,1,17.07,4,0,0,,,,,60.0647,,C3H6O,,,,,,,,,,,Trouvé,,,,CID_58066890,"(1,2-13C2)propan-2-one","(1,2-13C2)propan-2-one",C[13C](=O)[13CH3],"InChI=1S/C3H6O/c1-3(2)4/h1-2H3/i1+1,3+1",CSCPPACGZOOCGX-ZKDXJZICSA-N
(113C)propan-2-one,Industrial,58066898,C3H6O,59.07,-0.1,0,1,17.1,CC(=O)[13CH3],PubChem,,,,Structure_PubChem,59.0724,0.5953,0,1,17.07,4,0,0,,,,,59.0724,,C3H6O,,,,,,,,,,,Trouvé,,,,CID_58066898,(113C)propan-2-one,(113C)propan-2-one,CC(=O)[13CH3],InChI=1S/C3H6O/c1-3(2)4/h1-2H3/i1+1,CSCPPACGZOOCGX-OUBTZVSYSA-N
"3,3-Dideuteriobutan-2-one",Industrial,58066902,C4H8O,74.12,0.3,0,1,17.1,[2H]C([2H])(C)C(=O)C,PubChem,,,,Structure_PubChem,74.1192,0.9854,0,1,17.07,5,0,1,,,,,74.1192,,C4H8O,,,,,,,,,,,Trouvé,,,,CID_58066902,"3,3-Dideuteriobutan-2-one","3,3-dideuteriobutan-2-one",[2H]C([2H])(C)C(=O)C,"InChI=1S/C4H8O/c1-3-4(2)5/h3H2,1-2H3/i3D2",ZWEHNKRNPOVVGH-SMZGMGDZSA-N
"n-Propyl-1,1,2,2-d4 Alcohol",Industrial,58066917,C3H8O,64.12,0.3,1,1,20.2,[2H]C([2H])(C)C([2H])([2H])O,PubChem,,,,Structure_PubChem,64.1204,0.3887,1,1,20.23,4,0,1,,,,,64.1204,,C3H8O,,,,,,,,,,,Trouvé,,,,CID_58066917,"n-Propyl-1,1,2,2-d4 Alcohol","1,1,2,2-tetradeuteriopropan-1-ol",[2H]C([2H])(C)C([2H])([2H])O,"InChI=1S/C3H8O/c1-2-3-4/h4H,2-3H2,1H3/i2D2,3D2",BDERNNFJNOPAEC-RRVWJQJTSA-N
1-Tritioethanol,Industrial,58067074,C2H5O+,47.07,-0.1,1,1,20.2,[3H][C+](C)O,PubChem,,,,Structure_PubChem,47.069,0.5406,1,1,20.23,3,0,0,,,,,47.069,,C2H5O+,,,,,,,,,,,Trouvé,,,,CID_58067074,1-Tritioethanol,1-tritioethanol,[3H][C+](C)O,"InChI=1S/C2H5O/c1-2-3/h2-3H,1H3/q+1/i2T",GVWBHEKHFYAXOH-FUPOQFPWSA-N
Ethane;ethanol;yttrium,Industrial,58101896,C4H10OY-2,163.03,,1,3,20.2,C[CH2-].[CH2-]CO.[Y],PubChem,,,,Structure_PubChem,163.029,0.6507,1,1,20.23,6,0,0,,,,,163.029,,C4H10OY-2,,,,,,,,,,,Trouvé,,,,CID_58101896,Ethane;ethanol;yttrium,ethane;ethanol;yttrium,C[CH2-].[CH2-]CO.[Y],"InChI=1S/C2H5O.C2H5.Y/c1-2-3;1-2;/h3H,1-2H2;1H2,2H3;/q2*-1;",GXZCCZMJSMWADA-UHFFFAOYSA-N
CID 58139843,Industrial,58139843,CH4KOV,122.082,,1,1,20.2,CO.[K].[V],PubChem,,,,Structure_PubChem,122.084,-0.7748,1,1,20.23,4,0,0,,,,,122.084,,CH4KOV,,,,,,,,,,,Trouvé,,,,CID_58139843,CID 58139843,,CO.[K].[V],"InChI=1S/CH4O.K.V/c1-2;;/h2H,1H3;;",DEFCLCAHPIHRHC-UHFFFAOYSA-N
CID 58148307,Industrial,58148307,C4H4O,68.07,0.3,0,1,17.1,[CH]CC(=O)[CH],PubChem,,,,Structure_PubChem,68.075,0.3678,0,1,17.07,5,0,1,,,,,68.075,,C4H4O,,,,,,,,,,,Trouvé,,,,CID_58148307,CID 58148307,,[CH]CC(=O)[CH],"InChI=1S/C4H4O/c1-3-4(2)5/h1-2H,3H2",DIQVUYCOZHIYQT-UHFFFAOYSA-N
"1,1-dideuterio-1-deuteriooxy(113C)propane",Industrial,58150844,C3H8O,64.11,0.3,1,1,20.2,[2H][13C]([2H])(CC)O[2H],PubChem,,,,Structure_PubChem,64.1067,0.3887,1,1,20.23,4,0,2,,,,,64.1067,,C3H8O,,,,,,,,,,,Trouvé,,,,CID_58150844,"1,1-dideuterio-1-deuteriooxy(113C)propane","1,1-dideuterio-1-deuteriooxy(113C)propane",[2H][13C]([2H])(CC)O[2H],"InChI=1S/C3H8O/c1-2-3-4/h4H,2-3H2,1H3/i3+1D2,4D",BDERNNFJNOPAEC-ZKSLYYMFSA-N
"1,1-dideuterio-1-deuteriooxy(113C)ethane",Industrial,58150845,C2H6O,50.08,-0.1,1,1,20.2,[2H][13C]([2H])(C)O[2H],PubChem,,,,Structure_PubChem,50.0797,-0.0014,1,1,20.23,3,0,1,,,,,50.0797,,C2H6O,,,,,,,,,,,Trouvé,,,,CID_58150845,"1,1-dideuterio-1-deuteriooxy(113C)ethane","1,1-dideuterio-1-deuteriooxy(113C)ethane",[2H][13C]([2H])(C)O[2H],"InChI=1S/C2H6O/c1-2-3/h3H,2H2,1H3/i2+1D2,3D",LFQSCWFLJHTTHZ-LLNDFAASSA-N
1-Deuterio-1-protioethanol,Industrial,58159131,C2H6O,47.07,-0.1,1,1,20.2,[1H]C([2H])(C)O,PubChem,,,,Structure_PubChem,47.0749,-0.0014,1,1,20.23,3,0,0,,,,,47.0749,,C2H6O,,,,,,,,,,,Trouvé,,,,CID_58159131,1-Deuterio-1-protioethanol,1-deuterio-1-protioethanol,[1H]C([2H])(C)O,"InChI=1S/C2H6O/c1-2-3/h3H,2H2,1H3/i2DH",LFQSCWFLJHTTHZ-GOHYHQFESA-N
CID 58175755,Industrial,58175755,C2H4ORf,311.17,,1,1,20.2,[CH]CO.[Rf],PubChem,,,,Structure_PubChem,311.053,-0.3102,1,1,20.23,4,0,0,,,,,311.053,,C2H4ORf,,,,,,,,,,,Trouvé,,,,CID_58175755,CID 58175755,,[CH]CO.[Rf],"InChI=1S/C2H4O.Rf/c1-2-3;/h1,3H,2H2;",PPOWIQXAUFAEKJ-UHFFFAOYSA-N
CID 58175756,Industrial,58175756,C2H4O,44.05,-0.1,1,1,20.2,[CH]CO,PubChem,,,,Structure_PubChem,44.053,-0.3102,1,1,20.23,3,0,0,,,,,44.053,,C2H4O,,,,,,,,,,,Trouvé,,,,CID_58175756,CID 58175756,,[CH]CO,"InChI=1S/C2H4O/c1-2-3/h1,3H,2H2",DCQVFLDXBPQJHX-UHFFFAOYSA-N
Carbanide;ethanol;uranium(2+),Industrial,58200879,C4H12OU,314.17,,1,3,20.2,[CH3-].[CH3-].CCO.[U+2],PubChem,,,,Structure_PubChem,314.168,0.8992,1,1,20.23,6,0,0,,,,,314.168,,C4H12OU,,,,,,,,,,,Trouvé,,,,CID_58200879,Carbanide;ethanol;uranium(2+),carbanide;ethanol;uranium(2+),[CH3-].[CH3-].CCO.[U+2],"InChI=1S/C2H6O.2CH3.U/c1-2-3;;;/h3H,2H2,1H3;2*1H3;/q;2*-1;+2",SJULMZAPFWGYJI-UHFFFAOYSA-N
CID 58218910,Industrial,58218910,C3H3OW5-,974.3,,0,2,17.1,CC(=O)[C-]=[W].[W]=[W].[W]=[W],PubChem,,,,Structure_PubChem,974.256,-0.2086,0,1,17.07,9,0,1,,,,,974.256,,C3H3OW5-,,,,,,,,,,,Trouvé,,,,CID_58218910,CID 58218910,,CC(=O)[C-]=[W].[W]=[W].[W]=[W],InChI=1S/C3H3O.5W/c1-3(2)4;;;;;/h1H3;;;;;/q-1;;;;;,WJOJAJDRCQDIJC-UHFFFAOYSA-N
Ethan(~17~O)ol,Industrial,58233034,C2H6O,47.07,-0.1,1,1,20.2,CC[17OH],PubChem,,,,Structure_PubChem,47.0691,-0.0014,1,1,20.23,3,0,0,,,,,47.0691,,C2H6O,,,,,,,,,,,Trouvé,,,,CID_58233034,Ethan(~17~O)ol,ethan(17O)ol,CC[17OH],"InChI=1S/C2H6O/c1-2-3/h3H,2H2,1H3/i3+1",LFQSCWFLJHTTHZ-LBPDFUHNSA-N
Deuterio(tritiooxy)methane,Industrial,58262263,CH4O,35.056,-0.5,1,1,20.2,[2H]CO[3H],PubChem,,,,Structure_PubChem,35.0562,-0.3915,1,1,20.23,2,0,0,,,,,35.0562,,CH4O,,,,,,,,,,,Trouvé,,,,CID_58262263,Deuterio(tritiooxy)methane,deuterio(tritiooxy)methane,[2H]CO[3H],"InChI=1S/CH4O/c1-2/h2H,1H3/i1D,2T",OKKJLVBELUTLKV-PKTJCQLPSA-N
Propan-2-one;bis(yttrium),Industrial,58309265,C3H4OY2-2,233.87,,0,3,17.1,[CH2-]C(=O)[CH2-].[Y].[Y],PubChem,,,,Structure_PubChem,233.876,0.2187,0,1,17.07,6,0,0,,,,,233.876,,C3H4OY2-2,,,,,,,,,,,Trouvé,,,,CID_58309265,Propan-2-one;bis(yttrium),propan-2-one;bis(yttrium),[CH2-]C(=O)[CH2-].[Y].[Y],InChI=1S/C3H4O.2Y/c1-3(2)4;;/h1-2H2;;/q-2;;,RLWAHZLQJNUIBI-UHFFFAOYSA-N
1-Tritiobutan-2-one,Industrial,58311935,C4H8O,74.11,0.3,0,1,17.1,[3H]CC(=O)CC,PubChem,,,,Structure_PubChem,74.115,0.9854,0,1,17.07,5,0,1,,,,,74.115,,C4H8O,,,,,,,,,,,Trouvé,,,,CID_58311935,1-Tritiobutan-2-one,1-tritiobutan-2-one,[3H]CC(=O)CC,"InChI=1S/C4H8O/c1-3-4(2)5/h3H2,1-2H3/i2T",ZWEHNKRNPOVVGH-FUPOQFPWSA-N
Methanol;zirconium;hydrate,Industrial,58389344,CH6O2Zr2,232.5,,2,2,21.2,CO.O.[Zr].[Zr],PubChem,,,,Structure_PubChem,232.505,-1.2212,1,1,51.73,5,0,0,,,,,232.505,,CH6O2Zr2,,,,,,,,,,,Trouvé,,,,CID_58389344,Methanol;zirconium;hydrate,methanol;zirconium;hydrate,CO.O.[Zr].[Zr],"InChI=1S/CH4O.H2O.2Zr/c1-2;;;/h2H,1H3;1H2;;",YARVGNACWBJIOG-UHFFFAOYSA-N
Carbanide;ethanol;bis(rutherfordium);tungsten,Industrial,58537853,C3H8ORf2W-2,778.18,,1,3,20.2,[CH3-].C[CH-]O.[W].[Rf].[Rf],PubChem,,,,Structure_PubChem,777.936,0.9884,1,1,20.23,7,0,0,,,,,777.936,,C3H8ORf2W-2,,,,,,,,,,,Trouvé,,,,CID_58537853,Carbanide;ethanol;bis(rutherfordium);tungsten,carbanide;ethanol;bis(rutherfordium);tungsten,[CH3-].C[CH-]O.[W].[Rf].[Rf],"InChI=1S/C2H5O.CH3.2Rf.W/c1-2-3;;;;/h2-3H,1H3;1H3;;;/q2*-1;;;",POBANHXKCLHPPH-UHFFFAOYSA-N
CID 58567575,Industrial,58567575,C3H6NOY-2,160.99,,1,3,18.1,CC(=O)[CH2-].[NH-].[Y],PubChem,,,,Structure_PubChem,160.993,0.9099,0,1,49.07,6,0,0,,,,,160.993,,C3H6NOY-2,,,,,,,,,,,Trouvé,,,,CID_58567575,CID 58567575,,CC(=O)[CH2-].[NH-].[Y],"InChI=1S/C3H5O.HN.Y/c1-3(2)4;;/h1H2,2H3;1H;/q2*-1;",USOWCKHIJWKFSA-UHFFFAOYSA-N
Carbanide;methanol;bis(yttrium),Industrial,58581270,C2H7OY2-,224.89,,1,2,20.2,[CH3-].CO.[Y].[Y],PubChem,,,,Structure_PubChem,224.889,0.0538,1,1,20.23,5,0,0,,,,,224.889,,C2H7OY2-,,,,,,,,,,,Trouvé,,,,CID_58581270,Carbanide;methanol;bis(yttrium),carbanide;methanol;bis(yttrium),[CH3-].CO.[Y].[Y],"InChI=1S/CH4O.CH3.2Y/c1-2;;;/h2H,1H3;1H3;;/q;-1;;",FMEJEECRFHUNHR-UHFFFAOYSA-N
Butan-2-one;rubidium(1+),Industrial,58582269,C4H7ORb,156.57,,0,2,17.1,C[CH-]C(=O)C.[Rb+],PubChem,,,,Structure_PubChem,156.567,-2.1964,0,1,17.07,6,0,1,,,,,156.567,,C4H7ORb,,,,,,,,,,,Trouvé,,,,CID_58582269,Butan-2-one;rubidium(1+),butan-2-one;rubidium(1+),C[CH-]C(=O)C.[Rb+],"InChI=1S/C4H7O.Rb/c1-3-4(2)5;/h3H,1-2H3;/q-1;+1",OSUNVRPOVWDUBW-UHFFFAOYSA-N
CID 58596556,Industrial,58596556,C3H7O-,59.09,0.3,1,2,20.2,CC([CH2-])O,PubChem,,,,Structure_PubChem,59.088,0.2013,1,1,20.23,4,0,0,,,,,59.088,,C3H7O-,,,,,,,,,,,Trouvé,,,,CID_58596556,CID 58596556,propan-2-ol,CC([CH2-])O,"InChI=1S/C3H7O/c1-3(2)4/h3-4H,1H2,2H3/q-1",CXGBHMBLCDCSEL-UHFFFAOYSA-N
Butan-2-one;vanadium,Industrial,58623009,C4H7OV-,122.04,,0,2,17.1,CC(=O)C[CH2-].[V],PubChem,,,,Structure_PubChem,122.043,0.7971,0,1,17.07,6,0,1,,,,,122.043,,C4H7OV-,,,,,,,,,,,Trouvé,,,,CID_58623009,Butan-2-one;vanadium,butan-2-one;vanadium,CC(=O)C[CH2-].[V],"InChI=1S/C4H7O.V/c1-3-4(2)5;/h1,3H2,2H3;/q-1;",AWMWLYZOYKNNKT-UHFFFAOYSA-N
Butan-2-one;yttrium,Industrial,58647020,C4H7OY-,160.0,,0,2,17.1,CC(=O)C[CH2-].[Y],PubChem,,,,Structure_PubChem,160.005,0.7971,0,1,17.07,6,0,1,,,,,160.005,,C4H7OY-,,,,,,,,,,,Trouvé,,,,CID_58647020,Butan-2-one;yttrium,butan-2-one;yttrium,CC(=O)C[CH2-].[Y],"InChI=1S/C4H7O.Y/c1-3-4(2)5;/h1,3H2,2H3;/q-1;",SLOYSEUXIIHLFY-UHFFFAOYSA-N
Ethanol;yttrium,Industrial,58666169,C2H5OY-,133.97,,1,2,20.2,C[CH-]O.[Y],PubChem,,,,Structure_PubChem,133.967,0.5381,1,1,20.23,4,0,0,,,,,133.967,,C2H5OY-,,,,,,,,,,,Trouvé,,,,CID_58666169,Ethanol;yttrium,ethanol;yttrium,C[CH-]O.[Y],"InChI=1S/C2H5O.Y/c1-2-3;/h2-3H,1H3;/q-1;",RNNUSLJEGRDFDI-UHFFFAOYSA-N
CID 58687527,Industrial,58687527,C3H7OZn,124.5,,1,1,20.2,C[CH]CO.[Zn],PubChem,,,,Structure_PubChem,124.478,0.2004,1,1,20.23,5,0,1,,,,,124.478,,C3H7OZn,,,,,,,,,,,Trouvé,,,,CID_58687527,CID 58687527,,C[CH]CO.[Zn],"InChI=1S/C3H7O.Zn/c1-2-3-4;/h2,4H,3H2,1H3;",NAKHRDDPTYJCQI-UHFFFAOYSA-N
Carbanide;ethenol;rutherfordium,Industrial,58698037,C3H7ORf-,326.21,,1,2,20.2,[CH3-].C=CO.[Rf],PubChem,,,,Structure_PubChem,326.088,1.1382,1,1,20.23,5,0,0,,,,,326.088,,C3H7ORf-,,,,,,,,,,,Trouvé,,,,CID_58698037,Carbanide;ethenol;rutherfordium,carbanide;ethenol;rutherfordium,[CH3-].C=CO.[Rf],"InChI=1S/C2H4O.CH3.Rf/c1-2-3;;/h2-3H,1H2;1H3;/q;-1;",YSCYXGYVKJJCCE-UHFFFAOYSA-N
CID 58707511,Industrial,58707511,C5H6OW4-2,817.5,,0,3,17.1,C[C-]=[W].CC(=O)[C-]=[W].[W]=[W],PubChem,,,,Structure_PubChem,817.462,0.0287,0,1,17.07,10,0,1,,,,,817.462,,C5H6OW4-2,,,,,,,,,,,Trouvé,,,,CID_58707511,CID 58707511,,C[C-]=[W].CC(=O)[C-]=[W].[W]=[W],InChI=1S/C3H3O.C2H3.4W/c1-3(2)4;1-2;;;;/h1H3;1H3;;;;/q2*-1;;;;,VMZJMUKFBFOCSI-UHFFFAOYSA-N
CID 58707518,Industrial,58707518,C4H6OW5-2,989.3,,0,3,17.1,[CH3-].CC(=O)[C-]=[W].[W]=[W].[W]=[W],PubChem,,,,Structure_PubChem,989.291,0.2417,0,1,17.07,10,0,1,,,,,989.291,,C4H6OW5-2,,,,,,,,,,,Trouvé,,,,CID_58707518,CID 58707518,,[CH3-].CC(=O)[C-]=[W].[W]=[W].[W]=[W],InChI=1S/C3H3O.CH3.5W/c1-3(2)4;;;;;;/h1H3;1H3;;;;;/q2*-1;;;;;,NBKPEFXSOHQWHX-UHFFFAOYSA-N
CID 58713858,Industrial,58713858,C3H7OY2-,236.9,,1,2,20.2,[CH3-].[CH]CO.[Y].[Y],PubChem,,,,Structure_PubChem,236.9,0.1351,1,1,20.23,6,0,0,,,,,236.9,,C3H7OY2-,,,,,,,,,,,Trouvé,,,,CID_58713858,CID 58713858,,[CH3-].[CH]CO.[Y].[Y],"InChI=1S/C2H4O.CH3.2Y/c1-2-3;;;/h1,3H,2H2;1H3;;/q;-1;;",KDAPAYJHCXRBSV-UHFFFAOYSA-N
Propan-2-one;yttrium;ZINC,Industrial,58746949,C3H5OYZn-,211.4,,0,2,17.1,CC(=O)[CH2-].[Zn].[Y],PubChem,,,,Structure_PubChem,211.368,0.4045,0,1,17.07,6,0,0,,,,,211.368,,C3H5OYZn-,,,,,,,,,,,Trouvé,,,,CID_58746949,Propan-2-one;yttrium;ZINC,propan-2-one;yttrium;zinc,CC(=O)[CH2-].[Zn].[Y],"InChI=1S/C3H5O.Y.Zn/c1-3(2)4;;/h1H2,2H3;;/q-1;;",LDYXVBSSGXKGBG-UHFFFAOYSA-N
"Methanol-17O, 20 atom % 17O",Industrial,58750502,CH4O,33.042,-0.5,1,1,20.2,C[17OH],PubChem,,,,Structure_PubChem,33.0421,-0.3915,1,1,20.23,2,0,0,,,,,33.0421,,CH4O,,,,,,,,,,,Trouvé,,,,CID_58750502,"Methanol-17O, 20 atom % 17O",methan(17O)ol,C[17OH],"InChI=1S/CH4O/c1-2/h2H,1H3/i2+1",OKKJLVBELUTLKV-VQEHIDDOSA-N
Methanol;yttrium;hydrate,Industrial,58766117,CH6O2Y,138.963,,2,2,21.2,CO.O.[Y],PubChem,,,,Structure_PubChem,138.963,-1.2187,1,1,51.73,4,0,0,,,,,138.963,,CH6O2Y,,,,,,,,,,,Trouvé,,,,CID_58766117,Methanol;yttrium;hydrate,methanol;yttrium;hydrate,CO.O.[Y],"InChI=1S/CH4O.H2O.Y/c1-2;;/h2H,1H3;1H2;",UVNXHFYIFARCHJ-UHFFFAOYSA-N
CID 58792692,Industrial,58792692,C3H5GaO,126.79,,0,1,17.1,CC(=O)C[Ga],PubChem,,,,Structure_PubChem,126.795,0.1622,0,1,17.07,5,0,1,,,,,126.795,,C3H5GaO,,,,,,,,,,,Trouvé,,,,CID_58792692,CID 58792692,,CC(=O)C[Ga],"InChI=1S/C3H5O.Ga/c1-3(2)4;/h1H2,2H3;",WDKRHFDVFJMJJK-UHFFFAOYSA-N
CID 58806985,Industrial,58806985,C4H7O+,71.1,0.3,0,1,17.1,CCC(=O)[CH2+],PubChem,,,,Structure_PubChem,71.099,0.7996,0,1,17.07,5,0,1,,,,,71.099,,C4H7O+,,,,,,,,,,,Trouvé,,,,CID_58806985,CID 58806985,butan-2-one,CCC(=O)[CH2+],"InChI=1S/C4H7O/c1-3-4(2)5/h2-3H2,1H3/q+1",AVLJCHAOWUMTGZ-UHFFFAOYSA-N
Ethanol;methanol;yttrium,Industrial,58823059,C3H10O2Y,167.02,,2,2,40.5,CCO.CO.[Y],PubChem,,,,Structure_PubChem,167.017,-0.3954,2,2,40.46,6,0,0,,,,,167.017,,C3H10O2Y,,,,,,,,,,,Trouvé,,,,CID_58823059,Ethanol;methanol;yttrium,ethanol;methanol;yttrium,CCO.CO.[Y],"InChI=1S/C2H6O.CH4O.Y/c1-2-3;1-2;/h3H,2H2,1H3;2H,1H3;",YWMTVAOKEREWLN-UHFFFAOYSA-N
